# object_id        ra                   dec                   BD_chi2_min          BD_chi2_template   QSO_chi2_min          QSO_z                R_chi2_best             F_test_value         BIC_value            QSO_EBV   QSO_EMline   Data_Points   QSO_Par   Prioritization   r_flux                  i_flux                  z_flux                  mag_g_delve   magerr_g_delve   mag_i_delve   magerr_i_delve   mag_r_delve   magerr_r_delve   mag_z_delve   magerr_z_delve   w1mpro   w1sigmpro   w2mpro   w2sigmpro   ypetromag      ypetromagerr   jpetromag      jpetromagerr   hpetromag      hpetromagerr   kspetromag     kspetromagerr   mag_g_decals   snr_g_decals   mag_r_decals   snr_r_decals   mag_i_decals   snr_i_decals   mag_z_decals   snr_z_decals   E(B-V)                 Separation             
  10615000124765   198.70319020404926   0.57797466607704      31.123346308827074   MD1                1.038218518830742     4.65                 0.03335819061770639     144.88822557258308   28.005686248316497   0.1       2.0          8.0           3.0       1.0              0.0                     0.005023421268479762    0.007938674583155364    99.0          99.0             22.147501     0.125565         99.0          99.0             21.65063      0.130167         17.62    0.125       17.156   0.262       21.406013      0.52927274     20.511864      0.25900853     19.404028      0.17999628     18.915134      0.30761427      26.241308      1.1504898      23.457048      8.609466       22.371468      25.223495      21.75108       16.074825      0.02998093143105507    0.06183399682859812    
  10602500117828   204.89740468086848   0.5451064653075264    34.435273841111645   BD4                1.0422347982047442    5.75                 0.0302664878755934      160.19921374927517   31.313597501227065   0.1       0.0          8.0           3.0       1.0              0.0                     0.002639533632010551    0.006220046050083451    99.0          99.0             22.846182     0.196185         99.0          99.0             21.915516     0.17042          17.812   0.105       17.077   0.172       20.95269       0.3269717      20.514841      0.24184962     19.613323      0.30253148     18.810116      0.3040873       25.429335      1.7183579      23.753859      7.072907       22.634474      14.659958      21.883049      14.960299      0.031002338975667953   0.0570437927327732     
  10602500101671   205.4693567043007    0.4254101928800083    24.75357318016405    MD1                0.8101227739547554    4.55                 0.03272750839074565     147.7766776591477    21.86400886452946    0.1       0.0          8.0           3.0       1.0              0.0                     0.005857226249169829    0.007772658733814629    99.0          99.0             21.98077      0.10336          99.0          99.0             21.673576     0.103564         17.711   0.103       17.267   0.202       20.985476      0.30071193     20.354729      0.24897961     19.629766      0.4337679      18.777727      0.38157737      25.807457      0.8933152      23.253288      7.1689196      21.971277      24.049248      21.488754      23.226126      0.03051435761153698    0.008404544734731585   
  10614700126986   189.23911961589025   0.344599897098135     25.242610959196202   MD2                1.001585060068381     5.8                  0.03967834633617768     121.01331612051409   22.161584357447985   0.1       2.0          8.0           3.0       1.0              0.0                     0.0030291055032348716   0.006337821449690462    99.0          99.0             22.696714     0.215665         99.0          99.0             21.89515      0.130595         17.766   0.102       17.478   ""          20.874613      0.26933038     20.430214      0.29873106     19.911364      0.47390544     18.683464      0.36361867      25.623732      2.5468957      23.764496      39.977077      22.486515      28.558826      21.872671      15.469292      0.01925927959382534    0.045161893519181165   
  10601600271718   180.0576810315857    0.1860793090539516    31.131891997868575   MD1                1.0122533112209529    4.65                 0.032514994954057276    148.77520454992694   28.040197144967788   0.1       2.0          8.0           3.0       1.0              0.0                     0.0039594166041463305   0.006109864796964301    99.0          99.0             22.405922     0.159282         99.0          99.0             21.934921     0.095692         17.836   0.108       17.47    0.264       21.386675      0.42155334     20.994968      0.49596182     19.732649      0.28420523     18.951885      0.31256223      26.437254      1.4382893      23.876146      7.2160373      22.574121      7.9824767      21.99389       50.278336      0.03149949759244919    0.03320419698242317    
  10602100167726   193.84038112814122   1.7221911542694528    27.774917483043783   MD3                0.7872531220944488    5.75                 0.028344030997573846    137.12318746555093   25.041754211894023   0.0       0.0          7.0           3.0       1.0              0.003046298102752958    0.012741284113465368    0.02537768485924558     99.0          99.0             21.136967     0.030998         22.690569     0.143473         20.38887      0.024498         ""       ""          ""       ""          19.44957       0.09069924     19.120682      0.083992615    18.643322      0.12822565     18.095451      0.14021894      27.97379       0.2892578      ""             -0.62741816    23.66736       7.384447       ""             -4.879045      0.018526993691921234   0.8057102074111272     
  10590300070407   222.69134430704312   2.288147723457854     29.306738003211766   MD3                0.866284171359895     5.15                 0.02955921506054197     131.32159063788956   26.49454368279656    0.0       -2.0         7.0           3.0       1.0              0.002029551144632075    0.00768503058056024     0.010860274438808654    99.0          99.0             21.685886     0.053537         23.1315       0.159505         21.310398     0.102109         ""       ""          ""       ""          20.585363      0.26731956     20.209242      0.3027488      19.561117      0.353642       19.443487      0.404692        24.915556      2.829973       22.87331       14.126063      21.63152       40.825317      21.150116      27.43207       0.04057890176773071    0.0865690522554493     
  10589500094326   200.92936473628274   2.080679645315172     28.772466232751626   MD3                0.6196542725401767    5.2                  0.021536362838261873    181.73238341311426   26.206901811156136   0.0       0.0          7.0           3.0       1.0              0.002006289498798046    0.007127591479568541    0.010094629876574425    99.0          99.0             21.767643     0.074641         23.144016     0.184001         21.389774     0.109633         ""       ""          ""       ""          20.84085       0.31082085     20.340557      0.23985636     19.868853      0.39603648     19.173502      0.3690468       24.831593      2.9631774      22.985676      11.802445      21.933376      29.163721      21.734322      11.134826      0.023949971422553062   0.04762156546701164    
  10590000134881   215.7754282793626    2.4646867700771224    26.939294149962322   MD1                1.02160439916684      4.55                 0.03792246350182374     126.84797447981046   23.838248209115648   0.1       2.0          8.0           3.0       1.0              0.0                     0.004260266822297096    0.006316882519190512    99.0          99.0             22.326408     0.10731          99.0          99.0             21.898743     0.163804         17.848   0.103       17.608   0.266       21.444248      0.40525353     20.64538       0.43874526     19.94262       0.47657755     19.075506      0.382824        25.466846      2.7440128      23.599363      9.821295       22.364891      24.482967      21.857147      16.747412      0.03144008293747902    0.04175729434748545    
  10589800109098   210.9035144648221    2.3828228667569675    60.668508323797255   MD2                0.989648509905571     5.8                  0.01631239233085579     301.51543308839035   57.59941827221185    0.1       0.0          8.0           3.0       1.0              0.0                     0.0028117583919061344   0.00715888852777459     99.0          99.0             22.777555     0.133528         99.0          99.0             21.762886     0.105947         17.636   0.091       16.873   0.136       20.898462      0.3089371      20.420645      0.34027758     19.613913      0.31097245     18.726614      0.3176288       26.216532      1.3664725      23.600138      11.305815      22.459623      14.438021      21.70243       48.238007      0.03580319136381149    0.021450672026532596   
  10590100176420   217.44851894909976   2.325017098605855     23.213296361713674   MD3                1.1771033839249418    5.4                  0.05070815301640532     74.8827784499645     20.09028282873342    0.0       0.0          7.0           3.0       1.0              0.0017523546284415575   0.006383281543298803    0.009723369728592201    99.0          99.0             21.88739      0.067339         23.290945     0.209772         21.430458     0.092935         ""       ""          ""       ""          20.488409      0.25124085     20.385584      0.2677547      19.719883      0.32980075     19.438097      0.4579932       ""             -0.42133602    ""             -1.6371932     24.999842      2.1512306      23.940128      9.82495        0.02962024137377739    0.990468187278007      
  10588900093622   183.64594759361574   2.948435466867778     39.56664945377034    MD2                1.0051869648216682    5.7                  0.025404904855442167    153.4499106672754    36.615552339893355   0.1       -2.0         7.0           3.0       1.0              0.0                     0.0026727799207098453   0.006321247574510491    99.0          99.0             22.832592     0.154828         99.0          99.0             21.897993     0.151001         17.795   0.11        17.033   0.176       -9.9999949E8   -9.9999949E8   20.31494       0.28744867     19.443413      0.30155322     18.932718      0.32254198      27.375883      0.6767674      24.013226      9.89361        22.976994      17.973536      22.148209      11.946631      0.022512175142765045   0.09600583652886105    
  10589600149243   203.58858856460583   2.708738053131455     33.43038590013237    MD1                1.0093499373979444    4.6                  0.03019259007099729     160.60354670608243   30.341594421054594   0.1       2.0          8.0           3.0       1.0              0.0                     0.0041416023652743545   0.006334454193978493    99.0          99.0             22.357079     0.13668          99.0          99.0             21.895727     0.136523         17.828   0.103       17.704   ""          21.365982      0.3792288      20.888426      0.32757264     20.039516      0.48866403     19.39771       0.62764233      26.155298      1.5294538      23.388016      11.553953      22.351748      12.632838      22.001263      14.388113      0.028751593083143234   0.016698397250114717   
  10589900167341   212.81356625155053   2.7511999648610157    27.802324482007798   MD2                0.8556112185419584    5.5                  0.030774808742904395    125.9764373327669    25.000803114410527   0.1       0.0          7.0           3.0       1.0              0.0                     0.003977403027725005    0.0073244530583326944   99.0          99.0             22.401001     0.097533         99.0          99.0             21.738062     0.114215         17.785   0.099       16.927   0.15        20.671013      0.27424714     20.29439       0.29629895     -9.9999949E8   -9.9999949E8   18.617002      0.33104962      27.513184      0.30274063     23.450665      7.4220996      22.15845       25.63306       21.796711      13.451016      0.03506696596741676    0.05070712598467435    
  10590000153256   214.4300237125022    2.5681369399534617    26.969549394679703   MD3                0.9488764296607892    5.4                  0.03518325114649393     137.11307474631317   23.94123142333908    0.0       -2.0         8.0           3.0       1.0              0.0                     0.006768499481811389    0.012593893025025657    99.0          99.0             21.823769     0.074752         99.0          99.0             21.1496       0.073782         18.404   0.158       17.693   0.28        20.634195      0.2016731      19.93743       0.15886506     19.44092       0.2718485      19.188894      0.31931257      25.439745      2.7554564      23.647001      7.761005       21.880878      43.898445      21.128836      34.93539       0.03845231980085373    0.04174148886251717    
  10589700171948   207.2872218682604    2.4278949570787773    27.245864455132676   MD1                0.5077709541826766    4.6                  0.018636624835994913    210.631138159436     24.79218335189469    0.1       2.0          7.0           3.0       1.0              0.0                     0.003669941994183358    0.0060647988321095      99.0          99.0             22.488352     0.155197         99.0          99.0             21.942959     0.097041         17.884   0.114       17.492   0.258       21.493708      0.5642035      20.801304      0.38214505     19.780735      0.34560648     -9.9999949E8   -9.9999949E8    25.430712      2.8189256      23.855352      6.5511575      22.43255       19.7767        21.883537      19.123253      0.02541637420654297    0.015865091113414033   
  10589400103650   197.92521815341067   2.0187669300022577    31.85623362776009    MD1                0.7401864717637493    4.65                 0.02323521607773298     168.15247693923203   29.17013700694103    0.1       2.0          7.0           3.0       1.0              0.0                     0.004706568675049211    0.007422612693917905    99.0          99.0             22.218239     0.179077         99.0          99.0             21.723608     0.140653         17.691   0.099       17.274   ""          21.628075      0.59580684     20.89802       0.47770634     -9.9999949E8   -9.9999949E8   19.008442      0.39707178      25.539104      2.0817928      23.669905      8.545653       22.37885       18.73941       21.804834      17.949635      0.03456922248005867    0.08094979656027675    
  10589800068262   208.66612765773152   2.178549244476116     53.920078309155265   BD4                0.9402963213355705    5.8                  0.017438704668496643    281.71854332349557   50.90034044613986    0.1       -2.0         8.0           3.0       1.0              0.0                     0.0027840613421577886   0.007917527855784057    99.0          99.0             22.788303     0.123159         99.0          99.0             21.653526     0.129035         17.562   0.086       16.738   0.121       20.673893      0.27987137     20.00702       0.19659887     19.436758      0.39539605     18.563082      0.29200545      25.750408      2.5446627      24.00297       6.574016       22.764473      14.641894      21.774014      19.554033      0.030802570283412933   0.061902489519439996   
  10577200146535   212.67467525302146   3.3106025868200533    36.91436719194827    MD3                0.5876494602170799    5.25                 0.01591926138572023     247.26793907586998   34.38080758267588    0.0       -2.0         7.0           3.0       1.0              0.0033382649299237965   0.011843607327315084    0.0168467759462064      99.0          99.0             21.21629      0.055183         22.591198     0.093363         20.833708     0.049614         ""       ""          ""       ""          20.094488      0.13023736     19.562965      0.12803122     19.034225      0.16991916     18.771946      0.24885195      ""             -1.1191262     ""             -2.3608737     22.752335      14.327214      ""             -5.65418       0.03195766359567642    0.8347873849126746     
  10577100083832   210.35708940993396   3.696895472326574     25.29503771708382    MD1                0.8769946833566877    4.5                  0.03467062169132016     139.21431621607633   22.338601492047296   0.1       0.0          8.0           3.0       1.0              0.0                     0.006110528865475788    0.007502755605720656    99.0          99.0             21.934803     0.123665         99.0          99.0             21.711948     0.096769         17.666   0.088       17.165   0.18        20.93858       0.29421198     20.325827      0.29927978     19.274645      0.34553164     18.903637      0.39187115      26.105219      1.0631669      23.309076      8.997172       22.143896      21.270218      21.466284      35.655807      0.03258880227804184    0.020015084489042337   
  10576500171163   194.75530248744207   3.843252491063083     24.589514803886082   MD2                0.7619648071526257    5.45                 0.030987386828478868    125.08477962794241   21.881639847678144   0.1       0.0          7.0           3.0       1.0              0.0                     0.004007570766922438    0.006781659804191444    99.0          99.0             22.392797     0.100034         99.0          99.0             21.82166      0.093259         17.932   0.118       16.956   0.17        20.92032       0.27706668     20.459698      0.25036052     -9.9999949E8   -9.9999949E8   18.633514      0.3050444       25.27304       2.3758793      23.503717      7.873666       22.372702      20.462296      21.678888      27.493519      0.02652899920940399    0.03563868343966602    
